ticket_id,query_text,request_type,category,priority,requester_role,department,submitted_at
TCK-7CCA81E5,"Requesting vpn access renewal, mine expired for the past 2 days",Service Request,VPN Access Setup,P3-Medium,Associate,Procurement,2026-07-17T11:58:28
TCK-70E89C62,RFC to run data backfill script on staging server this weekend,Change Request,Database Schema/Deployment Change,P2-High,Associate,Design,2025-06-11T23:09:00
TCK-9893DB00,Need config change on GitHub repo to fix recurring timeout,Change Request,Server Configuration Change,P2-High,Team Lead,HR,2025-12-18T06:56:32
TCK-3251C382,Raising change request to update VPN split-tunnel rules,Change Request,Firewall/Network Change,P2-High,Team Lead,Sales,2025-09-10T14:01:01
TCK-1337E7B0,"requesting vpn access renewal, mine expired after the last update",Service Request,VPN Access Setup,P3-Medium,Manager,Customer Support,2026-04-26T08:11:51
TCK-B7FB42C1,"please install Putty, required for join the client call on current project",Service Request,Software Installation Request,P4-Low,Manager,QA,2025-07-12T01:15:45
TCK-9D45E323,"New hire joining Procurement on this morning, needs full IT setup",Admin,Employee Onboarding Setup,P4-Low,Director,Sales,2025-11-26T05:08:11
TCK-DEEDA578,"Figma crashes every time i join the client call, error code timeout-504",Incident,Application Crash or Error,P2-High,Director,Design,2025-04-19T22:13:43
TCK-402AE4D4,Need vpn access configured for new remote hire in Marketing,Service Request,VPN Access Setup,P3-Medium,Director,DevOps,2026-02-18T21:11:05
TCK-2C1E7A4F,need access removed for a former team member on billing system,Service Request,Access/Permission Request,P3-Medium,Associate,Data Science,2026-03-27T08:15:30
TCK-A7A26551,"need my analytics dashboard password reset, self reset option is greyed out",Service Request,Password Reset,P2-High,Senior Manager,HR,2025-07-22T15:28:03
TCK-EB76F1D2,onboarding checklist pending for new associate in Finance,Admin,Employee Onboarding Setup,P3-Medium,Director,Customer Support,2025-03-14T02:01:39
TCK-745A0AE7,Outlook keeps freezing / not syncing on Windows 11,Incident,Email/Outlook Issue,P3-Medium,Team Lead,DevOps,2026-05-06T16:40:35
TCK-1AA2C8A0,need a docking station for the Procurement team's new hires,Service Request,New Hardware/Peripheral Request,P3-Medium,Associate,Customer Support,2025-10-29T20:11:38
TCK-4559B30D,requesting elevated access to staging server to debug prod issue asap,Service Request,Access/Permission Request,P3-Medium,Team Lead,Marketing,2026-08-17T14:12:50
TCK-F0B8A4B8,please add me to the Customer Support distribution list,Service Request,Distribution List / Mailbox Request,P3-Medium,Associate,Engineering,2025-04-07T13:06:09
TCK-DAE0EED3,"Need an external monitor for wfh setup, approved by John",Service Request,New Hardware/Peripheral Request,P1-Critical,Director,Sales,2026-06-18T13:31:19
TCK-F388903F,"Need a license for Postman, trial about to expire",Service Request,Software License Request,P3-Medium,Senior Associate,Finance,2026-05-23T20:55:44
TCK-31321AB4,Need enterprise license upgrade for Figma for 7 users,Service Request,Software License Request,P2-High,Manager,Customer Support,2026-09-02T23:29:24
TCK-5194538D,Shared mailbox for Finance not accessible since this morning,Incident,Email/Outlook Issue,P2-High,Senior Manager,DevOps,2026-08-13T06:02:57
TCK-8B9F106A,"Raising change for schema update on staging server, tested in staging",Change Request,Database Schema/Deployment Change,P1-Critical,VP,Sales,2025-12-12T10:40:22
TCK-4F11F780,Raising change request to roll back Figma deployment,Change Request,Application Deployment/Release,P2-High,Manager,Sales,2026-01-05T00:59:13
TCK-66433EE0,requesting approval to add new column to prod database schema before EOD,Change Request,Database Schema/Deployment Change,P2-High,Team Lead,Legal,2026-04-22T05:51:51
TCK-91464976,"Cant print from Git client, other apps print fine",Incident,Printer Not Working,P4-Low,Associate,Marketing,2025-07-30T23:18:39
TCK-A5F1F37D,need approval to deploy Putty config change to prod,Change Request,Application Deployment/Release,P2-High,Manager,Engineering,2026-02-23T04:57:01
TCK-0877922B,raising change request to roll back MS Teams deployment,Change Request,Application Deployment/Release,P2-High,Senior Associate,Engineering,2025-12-21T11:47:27
TCK-D9D01D07,Laptop overheating and shutting down randomly during open a file,Incident,Hardware Malfunction,P3-Medium,Team Lead,Data Science,2025-08-08T09:46:00
TCK-173F3FBA,Need change approval for db version upgrade on analytics dashboard,Change Request,Database Schema/Deployment Change,P2-High,Associate,Customer Support,2025-08-14T12:02:24
TCK-A4249F53,"internet/vpn down at 7th floor, whole team affected",Incident,Network/VPN Connectivity Issue,P1-Critical,Senior Associate,Data Science,2025-09-02T02:36:17
TCK-CE085E3E,please prepare laptop + accounts for new Sales joiner,Admin,New Hardware/Peripheral Request,P4-Low,Associate,Legal,2025-05-25T19:35:42
TCK-ED9A1E15,Onboarding checklist pending for new associate in Engineering,Admin,Employee Onboarding Setup,P3-Medium,Senior Associate,Legal,2026-03-26T00:39:38
TCK-CAF3DD07,raising change request to roll back Putty deployment,Change Request,Application Deployment/Release,P1-Critical,Team Lead,Engineering,2025-04-15T05:13:13
TCK-9E7D00B9,need a docking station for the QA team's new hires,Service Request,New Hardware/Peripheral Request,P3-Medium,Senior Associate,Marketing,2026-01-02T03:51:09
TCK-6D97664D,requesting installation of SAP GUI - approved by Robert,Service Request,Software Installation Request,P4-Low,Team Lead,Legal,2025-07-02T07:15:45
TCK-2A902C73,"Our team's PowerBI license renewal is due, please process",Service Request,Software License Request,P4-Low,Team Lead,Design,2026-07-19T12:02:29
TCK-EB060B6F,"our team's Slack license renewal is due, please process",Service Request,Software License Request,P3-Medium,Associate,Design,2026-03-26T21:20:03
TCK-0F89A323,"our team's Excel license renewal is due, please process",Service Request,Software License Request,P3-Medium,Associate,Procurement,2026-05-04T06:10:33
TCK-90EB9209,Need firewall rule opened for port 24 to billing system,Change Request,Firewall/Network Change,P2-High,Director,Sales,2026-04-27T14:54:32
TCK-B30A23AD,"cant print from Docker Desktop, other apps print fine",Incident,Printer Not Working,P2-High,Director,Marketing,2026-02-04T08:46:06
TCK-AC649C9C,Need approval to deploy PowerBI config change to prod,Change Request,Application Deployment/Release,P2-High,Associate,Sales,2025-07-09T04:40:37
TCK-3A3D4EDB,"Laptop battery draining within 45 mins, needs replacement",Incident,Application Crash or Error,P2-High,Senior Manager,Legal,2025-06-09T10:05:10
TCK-60BDDB23,please prepare laptop + accounts for new Procurement joiner,Admin,Employee Onboarding Setup,P3-Medium,Senior Associate,Procurement,2025-05-19T22:22:25
TCK-9559FFB4,Need change approval for db version upgrade on shared drive,Change Request,Database Schema/Deployment Change,P2-High,Senior Associate,Legal,2025-03-25T19:32:19
TCK-0F3C44A2,outlook calendar not showing meeting invites from Customer Support team,Incident,Email/Outlook Issue,P2-High,Team Lead,Data Science,2026-01-14T02:05:03
TCK-49988843,"Locked out of my account after 6 failed attempts, urgently, blocking a client deliverable",Incident,Login/Authentication Failure,P1-Critical,Manager,Sales,2026-02-25T23:49:00
TCK-28B4CC78,"Getting a white screen / blank page in Slack, cleared cache already",Incident,Application Crash or Error,P2-High,Associate,Procurement,2025-11-18T20:32:35
TCK-CEF07A3B,PowerBI is throwing an exception on startup since since last night,Incident,Application Crash or Error,P1-Critical,Senior Manager,QA,2025-10-04T15:07:53
TCK-D1D3AE7B,Print jobs stuck in queue for Sales printer,Incident,Printer Not Working,P3-Medium,Associate,Procurement,2025-09-06T00:23:07
TCK-1AEF7571,"Forgot my password, need a reset before EOD",Service Request,Password Reset,P2-High,Team Lead,Sales,2025-10-04T15:25:30
TCK-07B158AF,"Requesting a new laptop, current one is 23 years old and slow",Service Request,New Hardware/Peripheral Request,P1-Critical,Senior Manager,Customer Support,2026-06-09T13:50:38
TCK-BCF2CD75,Requesting deployment window for PowerBI hotfix,Change Request,Application Deployment/Release,P2-High,Manager,Data Science,2025-04-24T21:31:36
TCK-786070B4,need vpn client + certificate installed on my macOS machine,Service Request,VPN Access Setup,P3-Medium,Team Lead,Sales,2025-09-18T16:08:37
TCK-9915E4BB,Raising change request to resize compute for internal wiki before yesterday,Change Request,Database Schema/Deployment Change,P3-Medium,Associate,QA,2026-05-12T19:41:17
TCK-FF1AADC8,"Need my CRM password reset, self reset option is greyed out",Service Request,Password Reset,P2-High,Associate,Finance,2025-06-28T05:02:50
TCK-210C39B4,Need read/write access to GitHub repo for Data Science project,Service Request,Access/Permission Request,P2-High,Team Lead,Data Science,2025-06-02T11:41:03
TCK-7E833B81,Need read/write access to analytics dashboard for Legal project,Service Request,Access/Permission Request,P3-Medium,Team Lead,HR,2026-03-12T14:48:50
TCK-EDA5109B,"need my Jira project password reset, self reset option is greyed out",Service Request,Password Reset,P1-Critical,Team Lead,Engineering,2025-07-08T09:31:43
TCK-B8ED651A,"Requesting vpn access renewal, mine expired after the last update",Service Request,VPN Access Setup,P3-Medium,Associate,Customer Support,2026-05-04T23:18:22
TCK-F99BEE6B,Sso login failing with error DNS_PROBE_FAILED across all apps,Incident,Login/Authentication Failure,P1-Critical,Associate,QA,2026-02-06T13:16:02
TCK-63DDFF7D,Requesting removal of old members from Sales DL,Service Request,Distribution List / Mailbox Request,P1-Critical,Manager,HR,2025-05-12T18:17:15
TCK-0901F762,Putty is throwing an exception on startup since since last night,Incident,Application Crash or Error,P2-High,Manager,Customer Support,2026-08-21T06:58:51
TCK-7EF182ED,"locked out of my account after 30 failed attempts, asap",Incident,Login/Authentication Failure,P1-Critical,Senior Associate,HR,2025-03-25T02:36:44
TCK-B00B8173,please remove me from the old Data Science mailing list,Service Request,Distribution List / Mailbox Request,P4-Low,Senior Associate,QA,2025-10-14T05:46:16
TCK-FC2EE71E,need enterprise license upgrade for Tableau for 42 users,Service Request,Software License Request,P4-Low,Associate,Design,2025-04-21T15:51:50
TCK-DF9BC13B,Requesting deployment window for Salesforce hotfix before EOD,Change Request,Application Deployment/Release,P3-Medium,Senior Associate,QA,2026-02-17T12:01:44
TCK-9199E90A,"Need an external monitor for wfh setup, approved by Curtis",Service Request,New Hardware/Peripheral Request,P4-Low,Senior Associate,Customer Support,2026-05-08T00:40:19
TCK-1439551E,RFC to run data backfill script on CRM this weekend,Change Request,Database Schema/Deployment Change,P1-Critical,Associate,Data Science,2026-02-02T19:26:02
TCK-B39DF6A6,raising change request to update VPN split-tunnel rules,Change Request,Firewall/Network Change,P3-Medium,Team Lead,Design,2026-08-31T18:17:32
TCK-9F908146,RFC for production release of PowerBI v41.0 this sprint,Change Request,Application Deployment/Release,P2-High,Manager,Marketing,2025-09-17T03:55:05
TCK-CEBE5BAD,"RFC to patch OS on client SFTP, maintenance window needed",Change Request,Server Configuration Change,P3-Medium,Senior Associate,Design,2025-09-29T22:59:44
TCK-805B9EDC,Need firewall rule opened for port 24 to build pipeline,Change Request,Firewall/Network Change,P2-High,Senior Associate,Engineering,2025-09-13T21:25:47
TCK-22C5242B,need vpn access configured for new remote hire in Sales,Service Request,VPN Access Setup,P4-Low,Associate,Engineering,2026-06-04T07:46:23
TCK-309FC43A,"Cant access staging server over vpn, connection times out",Incident,Network/VPN Connectivity Issue,P1-Critical,Associate,Customer Support,2026-08-19T03:17:34
TCK-427E5579,"New hire joining Engineering on this morning, needs full IT setup",Admin,Employee Onboarding Setup,P3-Medium,Team Lead,Design,2026-06-07T19:34:05
TCK-DBC0091A,"New hire joining Design on since last night, needs full IT setup",Admin,Employee Onboarding Setup,P3-Medium,Associate,Customer Support,2025-11-04T12:05:20
TCK-472CE04D,"please install Putty, required for start my shift on current project",Service Request,Software Installation Request,P4-Low,Manager,Procurement,2026-08-21T16:52:33
TCK-7A8F7167,Docking station not detecting external monitor,Incident,Hardware Malfunction,P3-Medium,Team Lead,Finance,2026-05-27T14:03:44
TCK-FFBB940F,"Please grant access to internal wiki repo, approved by Amanda",Service Request,Access/Permission Request,P3-Medium,Senior Manager,Procurement,2025-11-30T19:00:51
TCK-43A6F724,"Jira lost all my unsaved work after crashing, please help",Incident,Application Crash or Error,P1-Critical,Senior Associate,Sales,2026-04-15T07:53:52
TCK-6E2DCB6E,"Mfa/authenticator code not accepted, cant get into CRM",Incident,Login/Authentication Failure,P1-Critical,Senior Manager,Sales,2026-06-20T09:53:53
TCK-FC97EED2,Requesting admin rights on my machine for submit the deliverable,Service Request,Access/Permission Request,P2-High,Senior Associate,Customer Support,2025-04-27T12:02:09
TCK-C1E5AB2E,need password reset for shared Customer Support service account,Service Request,Password Reset,P1-Critical,Senior Associate,Finance,2025-07-22T13:52:39
TCK-F9D10FD4,Need read/write access to build pipeline for Marketing project,Service Request,Access/Permission Request,P2-High,Director,Customer Support,2026-02-08T05:47:53
TCK-86C7D5F6,New joiner needs IntelliJ IDEA + standard Customer Support toolset installed,Service Request,Software Installation Request,P1-Critical,Senior Manager,Finance,2025-03-26T18:19:12
TCK-0FB0A691,"Salesforce crashes every time i push code, error code TLS_ERROR",Incident,Application Crash or Error,P2-High,Team Lead,Procurement,2025-06-18T14:47:54
TCK-5CB5E7F2,Requesting additional Putty seat for new Marketing hire,Service Request,Software License Request,P4-Low,Manager,DevOps,2026-05-21T21:49:36
TCK-18411F38,RFC for production release of SAP GUI v38.0 this sprint,Change Request,Application Deployment/Release,P2-High,Senior Associate,HR,2026-07-06T01:49:58
TCK-AAFFCFD2,Need asset return + access revoke processed for DevOps employee,Admin,Employee Offboarding/Asset Return,P2-High,Senior Associate,Legal,2025-08-09T07:43:39
TCK-D00BFEDD,"hello, toner/ink warning on 3rd floor printer, needs replacement",Incident,Printer Not Working,P3-Medium,Associate,DevOps,2026-08-12T04:04:05
TCK-777528D4,"please install Docker Desktop, required for start my shift on current project",Service Request,Software Installation Request,P1-Critical,Senior Manager,Finance,2026-04-09T07:58:43
TCK-29771254,please prepare laptop + accounts for new Marketing joiner,Admin,Employee Onboarding Setup,P4-Low,Associate,Legal,2026-04-30T04:32:10
TCK-23A295E7,Need a new distribution list set up for the Marketing project,Service Request,Distribution List / Mailbox Request,P4-Low,Manager,Procurement,2026-02-27T17:15:18
