ticket_id,query_text,request_type,category,priority,requester_role,department,submitted_at
TCK-2B2CE616,"Requesting vpn access renewal, mine expired for the past 2 days",Service Request,VPN Access Setup,P3-Medium,Associate,Procurement,2025-10-17T04:53:33
TCK-997231AE,RFC to run data backfill script on staging server this weekend,Change Request,Database Schema/Deployment Change,P2-High,Associate,Design,2026-04-14T01:38:08
TCK-2B83EA58,Need config change on GitHub repo to fix recurring timeout,Change Request,Server Configuration Change,P2-High,Team Lead,HR,2026-05-04T21:24:40
TCK-76B1C012,Raising change request to update VPN split-tunnel rules,Change Request,Firewall/Network Change,P2-High,Team Lead,Sales,2025-04-04T20:08:12
TCK-79FD375B,"requesting vpn access renewal, mine expired after the last update",Service Request,VPN Access Setup,P3-Medium,Manager,Customer Support,2025-10-03T07:01:47
TCK-3D64ACF4,"please install Putty, required for join the client call on current project",Service Request,Software Installation Request,P4-Low,Manager,QA,2025-10-06T14:16:38
TCK-2D14B58F,"New hire joining Procurement on this morning, needs full IT setup",Admin,Employee Onboarding Setup,P4-Low,Director,Sales,2025-11-13T00:59:40
TCK-84FEC13F,"Figma crashes every time i join the client call, error code timeout-504",Incident,Application Crash or Error,P2-High,Director,Design,2026-04-15T15:14:32
TCK-50E9D377,Need vpn access configured for new remote hire in Marketing,Service Request,VPN Access Setup,P3-Medium,Director,DevOps,2026-06-05T06:00:20
TCK-63373B69,need access removed for a former team member on billing system,Service Request,Access/Permission Request,P3-Medium,Associate,Data Science,2025-04-17T21:03:01
TCK-CD998867,"need my analytics dashboard password reset, self reset option is greyed out",Service Request,Password Reset,P2-High,Senior Manager,HR,2025-03-15T17:09:11
TCK-4F2C29C8,onboarding checklist pending for new associate in Finance,Admin,Employee Onboarding Setup,P3-Medium,Director,Customer Support,2026-05-06T15:05:53
TCK-15199973,Outlook keeps freezing / not syncing on Windows 11,Incident,Email/Outlook Issue,P3-Medium,Team Lead,DevOps,2026-08-17T07:02:49
TCK-2133DFC4,need a docking station for the Procurement team's new hires,Service Request,New Hardware/Peripheral Request,P3-Medium,Associate,Customer Support,2026-02-12T09:35:30
TCK-06DA7DBB,requesting elevated access to staging server to debug prod issue asap,Service Request,Access/Permission Request,P3-Medium,Team Lead,Marketing,2026-08-12T07:54:48
TCK-6309DEF6,please add me to the Customer Support distribution list,Service Request,Distribution List / Mailbox Request,P3-Medium,Associate,Engineering,2026-07-11T10:05:03
TCK-1643C486,"Need an external monitor for wfh setup, approved by Lee",Service Request,New Hardware/Peripheral Request,P1-Critical,Director,Sales,2025-06-19T04:48:35
TCK-8BF2FA42,"Need a license for Postman, trial about to expire",Service Request,Software License Request,P3-Medium,Senior Associate,Finance,2025-11-02T16:02:18
TCK-BB207154,Need enterprise license upgrade for Figma for 7 users,Service Request,Software License Request,P2-High,Manager,Customer Support,2026-08-14T09:24:37
TCK-855B07CE,Shared mailbox for Finance not accessible since this morning,Incident,Email/Outlook Issue,P2-High,Senior Manager,DevOps,2026-01-20T22:54:44
TCK-35121F28,"Raising change for schema update on staging server, tested in staging",Change Request,Database Schema/Deployment Change,P1-Critical,VP,Sales,2026-02-03T23:18:47
TCK-F18DD307,Raising change request to roll back Figma deployment,Change Request,Application Deployment/Release,P2-High,Manager,Sales,2026-01-02T21:24:20
TCK-2E9D4464,requesting approval to add new column to prod database schema before EOD,Change Request,Database Schema/Deployment Change,P2-High,Team Lead,Legal,2025-07-27T13:43:49
TCK-723D0F15,"Cant print from Git client, other apps print fine",Incident,Printer Not Working,P4-Low,Associate,Marketing,2025-11-03T03:44:16
TCK-888FA41B,need approval to deploy Putty config change to prod,Change Request,Application Deployment/Release,P2-High,Manager,Engineering,2025-03-14T17:11:34
TCK-6896FD45,raising change request to roll back MS Teams deployment,Change Request,Application Deployment/Release,P2-High,Senior Associate,Engineering,2025-08-24T15:42:53
TCK-05FF1390,Laptop overheating and shutting down randomly during open a file,Incident,Hardware Malfunction,P3-Medium,Team Lead,Data Science,2026-06-07T21:19:31
TCK-4BF4D907,Need change approval for db version upgrade on analytics dashboard,Change Request,Database Schema/Deployment Change,P2-High,Associate,Customer Support,2025-11-19T16:47:11
TCK-289103CC,"internet/vpn down at 7th floor, whole team affected",Incident,Network/VPN Connectivity Issue,P1-Critical,Senior Associate,Data Science,2026-02-20T20:04:53
TCK-D057D21C,please prepare laptop + accounts for new Sales joiner,Admin,New Hardware/Peripheral Request,P4-Low,Associate,Legal,2026-04-15T10:35:58
TCK-7A294549,Onboarding checklist pending for new associate in Engineering,Admin,Employee Onboarding Setup,P3-Medium,Senior Associate,Legal,2025-07-24T04:54:08
TCK-5D94D2DD,raising change request to roll back Putty deployment,Change Request,Application Deployment/Release,P1-Critical,Team Lead,Engineering,2025-10-20T19:47:15
TCK-165C9B7B,need a docking station for the QA team's new hires,Service Request,New Hardware/Peripheral Request,P3-Medium,Senior Associate,Marketing,2026-07-19T00:29:53
TCK-9829F18A,requesting installation of SAP GUI - approved by Christine,Service Request,Software Installation Request,P4-Low,Team Lead,Legal,2025-05-25T22:29:20
TCK-8231504B,"Our team's PowerBI license renewal is due, please process",Service Request,Software License Request,P4-Low,Team Lead,Design,2025-09-12T19:53:36
TCK-42BCEB50,"our team's Slack license renewal is due, please process",Service Request,Software License Request,P3-Medium,Associate,Design,2025-09-04T21:13:51
TCK-669CF6FA,"our team's Excel license renewal is due, please process",Service Request,Software License Request,P3-Medium,Associate,Procurement,2025-07-06T20:30:09
TCK-6A3605FB,Need firewall rule opened for port 24 to billing system,Change Request,Firewall/Network Change,P2-High,Director,Sales,2026-07-02T04:35:53
TCK-E5A62A5D,"cant print from Docker Desktop, other apps print fine",Incident,Printer Not Working,P2-High,Director,Marketing,2026-09-06T06:36:34
TCK-D8D3B77B,Need approval to deploy PowerBI config change to prod,Change Request,Application Deployment/Release,P2-High,Associate,Sales,2026-01-18T19:41:41
TCK-00331C3C,"Laptop battery draining within 45 mins, needs replacement",Incident,Application Crash or Error,P2-High,Senior Manager,Legal,2025-08-31T09:07:12
TCK-C4A4D672,please prepare laptop + accounts for new Procurement joiner,Admin,Employee Onboarding Setup,P3-Medium,Senior Associate,Procurement,2026-09-05T22:21:40
TCK-63360156,Need change approval for db version upgrade on shared drive,Change Request,Database Schema/Deployment Change,P2-High,Senior Associate,Legal,2025-04-22T09:45:50
TCK-E81161FA,outlook calendar not showing meeting invites from Customer Support team,Incident,Email/Outlook Issue,P2-High,Team Lead,Data Science,2025-06-16T15:54:49
TCK-8AC08004,"Locked out of my account after 6 failed attempts, urgently, blocking a client deliverable",Incident,Login/Authentication Failure,P1-Critical,Manager,Sales,2026-03-10T07:12:11
TCK-8B5FDA89,"Getting a white screen / blank page in Slack, cleared cache already",Incident,Application Crash or Error,P2-High,Associate,Procurement,2026-05-22T12:44:53
TCK-630DA6DB,PowerBI is throwing an exception on startup since since last night,Incident,Application Crash or Error,P1-Critical,Senior Manager,QA,2026-02-21T03:47:31
TCK-F6BA41FA,Print jobs stuck in queue for Sales printer,Incident,Printer Not Working,P3-Medium,Associate,Procurement,2026-04-10T11:22:21
TCK-BE6F6CAE,"Forgot my password, need a reset before EOD",Service Request,Password Reset,P2-High,Team Lead,Sales,2026-05-13T22:41:56
TCK-1092C0A2,"Requesting a new laptop, current one is 23 years old and slow",Service Request,New Hardware/Peripheral Request,P1-Critical,Senior Manager,Customer Support,2025-07-16T00:32:38
TCK-B4ED05D9,Requesting deployment window for PowerBI hotfix,Change Request,Application Deployment/Release,P2-High,Manager,Data Science,2026-03-18T02:11:54
TCK-9C1AADB6,need vpn client + certificate installed on my macOS machine,Service Request,VPN Access Setup,P3-Medium,Team Lead,Sales,2025-10-15T19:05:01
TCK-82CCEA95,Raising change request to resize compute for internal wiki before yesterday,Change Request,Database Schema/Deployment Change,P3-Medium,Associate,QA,2026-04-23T07:21:30
TCK-043122AD,"Need my CRM password reset, self reset option is greyed out",Service Request,Password Reset,P2-High,Associate,Finance,2025-05-13T14:01:11
TCK-DB8087AC,Need read/write access to GitHub repo for Data Science project,Service Request,Access/Permission Request,P2-High,Team Lead,Data Science,2025-09-12T12:54:09
TCK-087BCC2E,Need read/write access to analytics dashboard for Legal project,Service Request,Access/Permission Request,P3-Medium,Team Lead,HR,2025-11-17T17:26:37
TCK-1ED9CB0F,"need my Jira project password reset, self reset option is greyed out",Service Request,Password Reset,P1-Critical,Team Lead,Engineering,2025-05-15T23:42:07
TCK-E979FF23,"Requesting vpn access renewal, mine expired after the last update",Service Request,VPN Access Setup,P3-Medium,Associate,Customer Support,2025-09-10T00:39:07
TCK-7DB037D4,Sso login failing with error DNS_PROBE_FAILED across all apps,Incident,Login/Authentication Failure,P1-Critical,Associate,QA,2025-07-11T02:07:19
TCK-B3BD523A,Requesting removal of old members from Sales DL,Service Request,Distribution List / Mailbox Request,P1-Critical,Manager,HR,2025-05-03T06:56:17
TCK-21E461B1,Putty is throwing an exception on startup since since last night,Incident,Application Crash or Error,P2-High,Manager,Customer Support,2025-11-26T09:42:06
TCK-20B9CE55,"locked out of my account after 30 failed attempts, asap",Incident,Login/Authentication Failure,P1-Critical,Senior Associate,HR,2026-01-31T08:13:08
TCK-975A1459,please remove me from the old Data Science mailing list,Service Request,Distribution List / Mailbox Request,P4-Low,Senior Associate,QA,2026-06-11T01:39:17
TCK-F7A4E135,need enterprise license upgrade for Tableau for 42 users,Service Request,Software License Request,P4-Low,Associate,Design,2025-03-29T13:43:39
TCK-5BEA3B9A,Requesting deployment window for Salesforce hotfix before EOD,Change Request,Application Deployment/Release,P3-Medium,Senior Associate,QA,2026-06-04T13:16:17
TCK-0D7B0FEE,"Need an external monitor for wfh setup, approved by Omar",Service Request,New Hardware/Peripheral Request,P4-Low,Senior Associate,Customer Support,2025-03-18T23:32:11
TCK-44ADF248,RFC to run data backfill script on CRM this weekend,Change Request,Database Schema/Deployment Change,P1-Critical,Associate,Data Science,2025-11-01T08:10:07
TCK-B7658D06,raising change request to update VPN split-tunnel rules,Change Request,Firewall/Network Change,P3-Medium,Team Lead,Design,2026-02-02T20:44:54
TCK-BD8A27C2,RFC for production release of PowerBI v41.0 this sprint,Change Request,Application Deployment/Release,P2-High,Manager,Marketing,2026-05-12T14:16:10
TCK-576B9636,"RFC to patch OS on client SFTP, maintenance window needed",Change Request,Server Configuration Change,P3-Medium,Senior Associate,Design,2025-09-01T16:45:53
TCK-BF02FD56,Need firewall rule opened for port 24 to build pipeline,Change Request,Firewall/Network Change,P2-High,Senior Associate,Engineering,2025-10-12T09:30:30
TCK-E7A1F5D9,need vpn access configured for new remote hire in Sales,Service Request,VPN Access Setup,P4-Low,Associate,Engineering,2025-04-05T22:41:14
TCK-01B12D04,"Cant access staging server over vpn, connection times out",Incident,Network/VPN Connectivity Issue,P1-Critical,Associate,Customer Support,2026-08-15T22:20:00
TCK-C597464E,"New hire joining Engineering on this morning, needs full IT setup",Admin,Employee Onboarding Setup,P3-Medium,Team Lead,Design,2026-01-22T10:38:04
TCK-5EE7D872,"New hire joining Design on since last night, needs full IT setup",Admin,Employee Onboarding Setup,P3-Medium,Associate,Customer Support,2026-03-12T10:24:33
TCK-7580D4A0,"please install Putty, required for start my shift on current project",Service Request,Software Installation Request,P4-Low,Manager,Procurement,2026-07-10T17:20:09
TCK-6FB46002,Docking station not detecting external monitor,Incident,Hardware Malfunction,P3-Medium,Team Lead,Finance,2026-01-14T10:41:43
TCK-5C6F2BAD,"Please grant access to internal wiki repo, approved by Brittany",Service Request,Access/Permission Request,P3-Medium,Senior Manager,Procurement,2026-08-11T08:50:12
TCK-59CD847D,"Jira lost all my unsaved work after crashing, please help",Incident,Application Crash or Error,P1-Critical,Senior Associate,Sales,2026-07-26T15:20:50
TCK-6F0E2ABE,"Mfa/authenticator code not accepted, cant get into CRM",Incident,Login/Authentication Failure,P1-Critical,Senior Manager,Sales,2026-03-08T00:18:30
TCK-548DE4B1,Requesting admin rights on my machine for submit the deliverable,Service Request,Access/Permission Request,P2-High,Senior Associate,Customer Support,2025-10-02T11:17:26
TCK-0C3BD8C0,need password reset for shared Customer Support service account,Service Request,Password Reset,P1-Critical,Senior Associate,Finance,2025-08-25T19:15:33
TCK-B09D4B5D,Need read/write access to build pipeline for Marketing project,Service Request,Access/Permission Request,P2-High,Director,Customer Support,2025-12-01T13:05:30
TCK-32B6849B,New joiner needs IntelliJ IDEA + standard Customer Support toolset installed,Service Request,Software Installation Request,P1-Critical,Senior Manager,Finance,2026-01-02T21:03:01
TCK-CBF32A8F,"Salesforce crashes every time i push code, error code TLS_ERROR",Incident,Application Crash or Error,P2-High,Team Lead,Procurement,2026-02-04T20:09:48
TCK-6B4FCBFE,Requesting additional Putty seat for new Marketing hire,Service Request,Software License Request,P4-Low,Manager,DevOps,2025-05-17T00:28:06
TCK-3992A879,RFC for production release of SAP GUI v38.0 this sprint,Change Request,Application Deployment/Release,P2-High,Senior Associate,HR,2026-05-07T09:07:31
TCK-CE5DBFA1,Need asset return + access revoke processed for DevOps employee,Admin,Employee Offboarding/Asset Return,P2-High,Senior Associate,Legal,2025-12-11T05:21:33
TCK-CE3BCC19,"hello, toner/ink warning on 3rd floor printer, needs replacement",Incident,Printer Not Working,P3-Medium,Associate,DevOps,2025-05-06T16:45:52
TCK-ADF6FC4E,"please install Docker Desktop, required for start my shift on current project",Service Request,Software Installation Request,P1-Critical,Senior Manager,Finance,2026-08-02T15:12:46
TCK-22A41741,please prepare laptop + accounts for new Marketing joiner,Admin,Employee Onboarding Setup,P4-Low,Associate,Legal,2025-04-07T12:03:59
TCK-13BC8A98,Need a new distribution list set up for the Marketing project,Service Request,Distribution List / Mailbox Request,P4-Low,Manager,Procurement,2025-08-16T05:58:40
